library_engagement,attendance,lms_activity,assessment_activity,grades
1.5,1.5,1.5,1.4464329066,1.39119502892
1.1193373238,1.5,0.840861875057,0.91198049094,0.738868831041
1.20340307138,1.11115004512,1.30199849288,1.5,1.2340177885
1.5,1.5,1.5,1.5,1.22780460366
1.5,1.39639187339,1.5,1.5,1.5
0.915491321371,1.5,1.5,1.5,1.5
1.5,1.5,1.15649877138,1.5,1.5
1.5,1.24280548949,1.4838608972,1.22547669527,0.997574242194
1.44953577074,1.5,1.5,1.32845936312,1.5
1.41075450508,1.5,1.25935751516,1.5,1.27614208886
1.5,1.5,1.5,1.5,1.04695166249
1.37153339402,1.3593330605,1.28101136305,1.062720477,1.5
1.41999566746,1.4681352291,1.5,1.5,1.37924420901
0.957403823216,1.44188875361,1.30261284592,1.5,1.5
1.10219304306,1.13220933436,1.36769003381,1.152975377,1.5
1.5,1.41108631698,1.5,1.5,1.28181207802
0.951873978994,1.3934941516,1.5,1.5,1.5
1.40658306218,1.41199282203,1.19574388123,1.21560119812,1.36322977426
1.5,1.5,1.2948023708,1.4681493294,1.5
1.26509376055,1.48739412614,0.98340077869,0.892257083834,1.20321886684
1.12776842622,1.19000344682,1.23997942712,1.5,0.932786900899
1.5,1.5,1.25747283412,1.2302975949,1.34035462647
0.520548243733,1.3890223116,1.08453427389,1.5,0.753787248641
1.19747557483,1.0708453249,1.02264635795,0.872716293949,0.971785082999
1.5,1.48577740594,1.22827040094,1.5,1.48916669936
1.41464383339,0.867971521887,0.866737539227,1.37330196417,1.5
0.836233729021,1.13714482125,1.01272623859,1.5,1.47142130437
1.29033638763,1.5,1.4403701908,1.5,1.5
1.07057014008,1.26011143223,1.32421189402,1.5,1.5
1.49250518236,1.13602643196,1.21090393394,1.35955170255,1.46723904567
1.5,1.5,1.15373504444,1.39984795096,0.646587533143
1.5,1.12119665039,0.815445541656,1.45718568329,1.5
1.40463100891,1.45631440637,1.5,1.5,1.11473940597
0.833043087483,1.05343055647,0.910212735869,1.5,1.5
1.5,1.19980806463,1.44200843777,1.5,1.41313652695
0.647463515954,1.1655504746,1.12893797293,0.724148669893,1.04914172248
1.5,1.21889623033,1.44976485974,1.06299763078,1.2866367428
1.29420681688,1.5,1.5,1.34194730887,1.13204975281
1.12427897244,1.44518569913,1.5,1.5,1.5
1.34118145043,1.05769279369,1.43359657374,1.46965086891,1.5
1.23397209605,1.5,1.35810845528,1.25163087128,0.941952590711
1.5,1.37406794242,1.32291654783,1.5,1.5
1.42208981976,1.5,1.25210352515,1.35052834337,1.5
1.5,1.29100253382,1.5,1.5,1.5
1.5,1.37888809074,1.30243139341,1.5,1.5
0.414064618913,1.25331069286,1.2181674742,1.43847538394,0.994378959689
0.888776935174,1.06972786322,1.5,1.30962234416,1.3630167289
1.21654245271,1.5,1.48040266714,1.5,1.5
1.34662483293,1.09482381129,1.22747823723,1.27930279933,1.2125273862
1.02896259029,1.5,1.5,1.5,1.5
1.5,1.5,1.5,1.5,1.5
0.996550050917,1.5,1.31657534297,1.5,1.5
1.5,1.5,1.26185620528,1.5,1.5
1.46999795721,1.01474509795,1.5,1.5,1.5
1.5,1.5,1.5,1.5,1.38232843743
1.05968406339,1.5,1.5,0.657540479897,1.5
1.07436980057,1.44135101074,1.5,1.417136399,1.5
1.26138796169,1.42745741319,1.5,1.5,0.706930625904
1.35915066274,1.27013127096,1.26066033936,1.5,1.15913015859
1.18131115985,1.3345159516,1.01313010482,1.32096181177,1.5
1.5,1.5,1.5,1.5,1.43026705661
1.5,1.5,1.5,1.08160859061,1.36843538036
1.36952395847,1.27458024665,1.5,1.09589924203,1.5
1.24784930023,1.14529544048,1.5,1.5,1.5
1.41558872555,1.5,1.5,1.30569387349,1.5
0.811157777189,0.788812167171,0.971594877229,0.88749683178,0.932726467966
1.4246893593,1.47375639843,1.5,1.5,1.5
1.5,1.18803464013,1.39984075885,0.822020525296,1.5
1.5,1.5,1.5,1.5,1.37159431216
1.5,1.5,1.41831320821,1.41810291206,1.5
1.5,1.21377245037,1.3082186364,1.5,1.40916010191
1.5,1.5,1.5,1.5,1.5
1.43319866567,1.17674144062,1.48894171176,1.41635209882,1.08891482007
1.5,1.5,1.5,1.38992087961,1.5
1.5,1.06041813146,1.35089873467,1.23123716179,1.385382334
1.5,0.879454413317,0.882052624721,1.5,1.5
1.5,1.5,1.38361381945,1.5,1.5
1.5,1.5,1.19729820554,1.5,1.42280415069
1.5,1.41400710742,1.32443901773,1.5,1.45514873009
1.5,1.5,1.40210313313,1.46727285083,0.992269083546
1.5,1.5,1.5,1.5,1.32369535099
1.4849661623,1.5,1.28667594088,1.06550403567,1.43424026363
1.36187651374,1.5,1.48396778304,1.44370016961,1.27218202972
1.35957817928,0.997237481376,1.20687383826,1.4743457486,0.81860825034
1.29962610689,1.5,1.07382721423,1.32231019917,1.47748737447
1.28376909152,1.09399840864,1.5,1.26858754944,1.47080205436
1.5,1.5,1.5,1.5,1.14381480021
1.5,1.0109961978,1.5,1.5,1.30547536728
1.44150599991,1.4982521514,1.40252520747,1.46173901504,1.5
1.5,1.40246420521,1.5,1.5,1.5
1.5,1.5,1.26214364563,1.1212697826,0.972033617731
1.5,1.5,1.5,1.5,1.24246877765
1.5,1.5,1.5,1.5,1.5
1.4940058656,1.5,1.5,1.5,1.5
1.5,1.37732581268,0.668962195869,0.873437017623,1.0574977389
1.5,1.5,1.5,1.5,1.5
1.5,1.23790029361,1.5,1.5,1.5
1.41652837417,1.5,1.5,1.13453817274,1.5
1.20655962539,1.48420879389,1.5,0.89177245138,1.5
