library_engagement,attendance,lms_activity,assessment_activity,grades
1.3661071952,1.29234256464,1.29006029924,1.19118004073,1.14569002382
0.921807207833,1.26314582426,0.692474485341,0.751042757245,0.608480213799
0.991037823487,0.915064743038,1.07223405296,1.40478626014,1.01624994347
1.5,1.5,1.5,1.5,1.01113320302
1.36263163454,1.14996977808,1.36009326773,1.25713819947,1.40680127705
0.753934029365,1.41924857021,1.26576642616,1.41985361835,1.27879961422
1.2764596184,1.30325336822,0.952410752899,1.5,1.29808900048
1.46831772033,1.0234868737,1.22200309181,1.00921610199,0.821531728866
1.19373534061,1.28496300686,1.5,1.09402535786,1.35296510776
1.16179782772,1.34513352029,1.03711795366,1.38403913804,1.05094054377
1.5,1.34200664415,1.33258841655,1.28469718366,0.862195486754
1.1294980892,1.11945075571,1.05495053428,0.875181569296,1.5
1.16940819673,1.20905254161,1.5,1.27273211126,1.13584817213
0.788450207354,1.18743779709,1.07273999075,1.26716059709,1.37053804167
0.907688388399,0.932407687118,1.12633296902,0.949509133996,1.5
1.49357613548,1.16207108457,1.5,1.31003683758,1.05560994661
0.783896217995,1.14758341897,1.46149174211,1.49219156373,1.5
1.15836252179,1.16281761814,0.984730255127,1.00108333963,1.1226598141
1.36263196595,1.5,1.06630783477,1.20906415362,1.5
1.04184192045,1.22491280976,0.809859464804,0.734799951393,0.990886125631
0.928750468652,0.980002838559,1.02115952822,1.23963029658,0.768177447799
1.25337650118,1.5,1.0355658634,1.01318625462,1.10382145709
0.428686788956,1.1439007272,0.893145872613,1.3538093488,0.620765969469
0.986156355745,0.881872620505,0.842179353604,0.718707536193,0.800293597764
1.39218270873,1.22358139313,1.01151680077,1.23681889865,1.22637257594
1.16500080397,0.714800076848,0.713783855834,1.13095455872,1.28793245961
0.688663070959,0.936472205732,0.834009843542,1.5,1.21175872125
1.06262996628,1.35675070201,1.18618721595,1.36881051525,1.30226776146
0.881645997714,1.03773882654,1.09052744213,1.2675968376,1.25184122481
1.22912191488,0.935551179261,0.997215004421,1.11963081387,1.2083145082
1.36324413964,1.38358376518,0.950134742481,1.15281595961,0.532483850824
1.39729879361,0.923338417971,0.671543387246,1.20003526859,1.29046601482
1.15675494851,1.19931774642,1.26738942534,1.37173686866,0.918020687273
0.686035483809,0.867531046505,0.749586958951,1.41078964885,1.4482599274
1.25406013045,0.988077229698,1.18753636052,1.26794956282,1.16375949278
0.533205248433,0.959865096728,0.929713624762,0.596357728147,0.863999065574
1.38612801113,1.00379689556,1.19392400214,0.875409813584,1.05958319995
1.06581737861,1.48571159959,1.36880805387,1.1051330779,0.932276267019
0.925876800829,1.19015292869,1.26530842984,1.5,1.27669285707
1.10450237094,0.871041124218,1.18060894308,1.21030071558,1.403097538
1.01621231439,1.5,1.11844225729,1.03075483517,0.775725662939
1.30868416447,1.13158536434,1.08946068645,1.45793178416,1.5
1.17113279275,1.26414008332,1.03114407953,1.11219981219,1.47306846584
1.5,1.06317855726,1.5,1.37134978072,1.40354318153
1.33152698905,1.13555489825,1.07259055928,1.5,1.31592520654
0.340994392046,1.03213821765,1.00319674346,1.18462678678,0.818900319744
0.731933946614,0.880952357945,1.43935822931,1.07851251872,1.12248436497
1.00185849046,1.5,1.21915513765,1.29749183672,1.40296123136
1.10898515653,0.901619609299,1.01086443066,1.0535434818,0.998551965108
0.847380956706,1.5,1.44707419474,1.31874417492,1.49529114581
1.5,1.37711843864,1.5,1.5,1.5
0.820688277226,1.5,1.08423851774,1.5,1.26152599111
1.5,1.5,1.03917569847,1.25233560047,1.42788521966
1.210586553,0.835672433609,1.5,1.40110137958,1.2632571114
1.40300911311,1.5,1.26058296644,1.32852242535,1.13838812494
0.872680993379,1.39316901156,1.42423788824,0.541503924621,1.33475775496
0.884775129879,1.18699495002,1.5,1.16705350506,1.5
1.0387900861,1.1755531638,1.38500838919,1.34162808056,0.582178162509
1.11930054579,1.04599045844,1.03819086771,1.35855773041,0.954577777662
0.97284448458,1.09901313661,0.83434243926,1.08785090381,1.2520062286
1.5,1.5,1.5,1.33354021141,1.1778669878
1.27229396276,1.33422440996,1.36832544596,0.890736486385,1.12694678382
1.12784325992,1.04965432077,1.48043011854,0.90250525814,1.35074937467
1.02764060019,0.943184480398,1.28885283218,1.287930394,1.5
1.16577895045,1.33701139758,1.41342626468,1.07527730758,1.28390842035
0.668012287096,0.649610020024,0.800136957718,0.730879743819,0.768127679501
1.17327359001,1.21368173988,1.32362701589,1.27596873465,1.44293906314
1.35091098816,0.978381468346,1.1528100367,0.676958079655,1.5
1.35941122633,1.5,1.5,1.49005991552,1.12954825707
1.39701941951,1.30525594067,1.16802264206,1.16784945699,1.5
1.5,0.999577312068,1.07735652409,1.28230991002,1.16048478981
1.47771587472,1.27741437832,1.5,1.5,1.48353319607
1.18028125408,0.969081186393,1.22618729204,1.1664076108,0.896753381238
1.5,1.5,1.31788719724,1.14464072439,1.2832244336
1.34532577038,0.873285520022,1.11250484032,1.01396001559,1.14090309859
1.29406105034,0.724256575673,0.726396279182,1.28401129167,1.27649516547
1.32031520449,1.5,1.13944667484,1.5,1.5
1.5,1.5,0.986010286914,1.5,1.17172106527
1.24772276587,1.16447644141,1.09071448519,1.44962868072,1.19835777772
1.47183881372,1.29878529708,1.15467316846,1.20834234774,0.817162774685
1.5,1.44547623993,1.45193408058,1.32069388211,1.09010205376
1.22291331013,1.5,1.05961548072,0.877473911731,1.18113904064
1.12154536426,1.29637233512,1.22209111545,1.18892955145,1.0476793186
1.11965261823,0.821254396427,0.993896102095,1.21416708708,0.674147970868
1.07028032332,1.27621696286,0.884328294075,1.08896134049,1.21675430839
1.05722160478,0.900939865941,1.25806719112,1.04471915836,1.21124875065
1.33526913992,1.5,1.5,1.5,0.941965129587
1.5,0.832585104072,1.26370527439,1.28856699751,1.07509736129
1.18712258816,1.23385471292,1.15502075909,1.20378507121,1.49470152335
1.5,1.15497052194,1.5,1.41547218049,1.45617982933
1.24036890215,1.24139913836,1.03941241405,0.923398644493,0.800498273426
1.5,1.49049886826,1.28814154873,1.24893983216,1.02320958159
1.5,1.5,1.5,1.25301741786,1.5
1.23035777167,1.39581800614,1.24048174625,1.5,1.32876843621
1.26521856708,1.13426831633,0.550910043656,0.719301073336,0.870880490858
1.23596109475,1.2769404828,1.28371628534,1.26028540204,1.5
1.2812627682,1.01944730062,1.24397849689,1.43330227075,1.29489720581
1.16655277873,1.29976413818,1.5,0.934325554019,1.36370159419
0.993637338554,1.22228959496,1.23737602667,0.734400842313,1.4143703588
1.5,0.958877129214,1.13073164226,1.5,1.5
